,precision,recall,f1-score,support
0,0.7317073170731707,0.7894736842105263,0.7594936708860759,38.0
1,0.7,0.5526315789473685,0.6176470588235295,38.0
2,0.6590909090909091,0.7631578947368421,0.7073170731707317,38.0
3,0.6571428571428571,0.5897435897435898,0.6216216216216216,39.0
4,0.42105263157894735,0.42105263157894735,0.42105263157894735,19.0
5,0.5806451612903226,0.46153846153846156,0.5142857142857143,39.0
6,0.6122448979591837,0.7894736842105263,0.6896551724137931,38.0
7,0.8205128205128205,0.8205128205128205,0.8205128205128205,39.0
accuracy,0.6631944444444444,0.6631944444444444,0.6631944444444444,0.6631944444444444
macro avg,0.6477995743310263,0.6484480431848854,0.6439482204116542,288.0
weighted avg,0.6631575397068681,0.6631944444444444,0.6587384693109829,288.0
