,precision,recall,f1-score,support
0,0.6190476190476191,0.6842105263157895,0.6500000000000001,38.0
1,0.4146341463414634,0.4473684210526316,0.430379746835443,38.0
2,0.5555555555555556,0.5263157894736842,0.5405405405405405,38.0
3,0.5263157894736842,0.5128205128205128,0.5194805194805194,39.0
4,0.5714285714285714,0.21052631578947367,0.3076923076923077,19.0
5,0.4,0.358974358974359,0.37837837837837845,39.0
6,0.46511627906976744,0.5263157894736842,0.49382716049382713,38.0
7,0.6304347826086957,0.7435897435897436,0.6823529411764706,39.0
accuracy,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334
macro avg,0.5228165929406696,0.5012651821862348,0.5003314493246859,288.0
weighted avg,0.5195689304475801,0.5208333333333334,0.513315342318007,288.0
