,precision,recall,f1-score,support
0,0.8157894736842105,0.8157894736842105,0.8157894736842104,38.0
1,0.6857142857142857,0.631578947368421,0.6575342465753424,38.0
2,0.7555555555555555,0.8947368421052632,0.8192771084337349,38.0
3,0.7567567567567568,0.717948717948718,0.736842105263158,39.0
4,0.5833333333333334,0.3684210526315789,0.4516129032258065,19.0
5,0.6388888888888888,0.5897435897435898,0.6133333333333332,39.0
6,0.7317073170731707,0.7894736842105263,0.7594936708860759,38.0
7,0.75,0.8461538461538461,0.7951807228915662,39.0
accuracy,0.7291666666666666,0.7291666666666666,0.7291666666666666,0.7291666666666666
macro avg,0.7147182013757751,0.7067307692307692,0.7061329455366534,288.0
weighted avg,0.7233911303144027,0.7291666666666666,0.7230178001504873,288.0
