,precision,recall,f1-score,support
0,0.6470588235294118,0.868421052631579,0.7415730337078651,38.0
1,0.8695652173913043,0.5263157894736842,0.6557377049180327,38.0
2,0.6739130434782609,0.8157894736842105,0.7380952380952381,38.0
3,0.6666666666666666,0.5641025641025641,0.611111111111111,39.0
4,0.47619047619047616,0.5263157894736842,0.5,19.0
5,0.5714285714285714,0.41025641025641024,0.47761194029850745,39.0
6,0.6666666666666666,0.7894736842105263,0.7228915662650601,38.0
7,0.7804878048780488,0.8205128205128205,0.8,39.0
accuracy,0.6736111111111112,0.6736111111111112,0.6736111111111112,0.6736111111111112
macro avg,0.6689971587786758,0.6651484480431848,0.6558775742994769,288.0
weighted avg,0.6817572925835823,0.6736111111111112,0.6658871723557311,288.0
