,precision,recall,f1-score,support
0,0.7647058823529411,0.8125,0.787878787878788,16.0
1,0.6666666666666666,0.5882352941176471,0.625,17.0
2,0.6666666666666666,0.7058823529411765,0.6857142857142857,17.0
3,0.8235294117647058,0.8235294117647058,0.8235294117647058,17.0
4,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
5,0.9375,0.8823529411764706,0.9090909090909091,17.0
6,0.7222222222222222,0.7647058823529411,0.7428571428571428,17.0
accuracy,0.788135593220339,0.788135593220339,0.788135593220339,0.788135593220339
macro avg,0.7889239028944911,0.7883403361344538,0.7878924296991524,118.0
weighted avg,0.7891291403567077,0.788135593220339,0.7878925453077995,118.0
