,precision,recall,f1-score,support
0,0.8975609756097561,0.92,0.908641975308642,200.0
1,0.8888888888888888,0.84,0.8637532133676092,200.0
2,0.9226804123711341,0.895,0.9086294416243655,200.0
3,0.9154228855721394,0.92,0.9177057356608479,200.0
4,0.9411764705882353,0.96,0.9504950495049505,200.0
5,0.9090909090909091,0.9,0.9045226130653266,200.0
6,0.8421052631578947,0.88,0.8606356968215159,200.0
accuracy,0.9021428571428571,0.9021428571428571,0.9021428571428571,0.9021428571428571
macro avg,0.9024179721827083,0.9021428571428572,0.9020548179076082,1400.0
weighted avg,0.9024179721827083,0.9021428571428571,0.9020548179076084,1400.0
