,precision,recall,f1-score,support
0,0.5813953488372093,0.6578947368421053,0.6172839506172839,38.0
1,0.45,0.47368421052631576,0.46153846153846156,38.0
2,0.5263157894736842,0.5263157894736842,0.5263157894736842,38.0
3,0.5757575757575758,0.48717948717948717,0.5277777777777778,39.0
4,0.16666666666666666,0.10526315789473684,0.12903225806451615,19.0
5,0.35294117647058826,0.3076923076923077,0.3287671232876712,39.0
6,0.5681818181818182,0.6578947368421053,0.6097560975609756,38.0
7,0.5454545454545454,0.6153846153846154,0.5783132530120482,39.0
accuracy,0.5034722222222222,0.5034722222222222,0.5034722222222222,0.5034722222222222
macro avg,0.470839115105261,0.47891363022941974,0.47234808891655233,288.0
weighted avg,0.49112006119102564,0.5034722222222222,0.4950592509773736,288.0
