,precision,recall,f1-score,support
0,0.5609756097560976,0.6052631578947368,0.5822784810126583,38.0
1,0.42,0.5526315789473685,0.4772727272727273,38.0
2,0.5151515151515151,0.4473684210526316,0.4788732394366197,38.0
3,0.5,0.41025641025641024,0.4507042253521127,39.0
4,0.5,0.3157894736842105,0.3870967741935484,19.0
5,0.3333333333333333,0.20512820512820512,0.25396825396825395,39.0
6,0.45652173913043476,0.5526315789473685,0.5,38.0
7,0.58,0.7435897435897436,0.6516853932584269,39.0
accuracy,0.4895833333333333,0.4895833333333333,0.4895833333333333,0.4895833333333333
macro avg,0.48324777467142255,0.4790823211875843,0.47273488681179343,288.0
weighted avg,0.48201616956057575,0.4895833333333333,0.47816987761696733,288.0
