,precision,recall,f1-score,support
0,0.8666666666666667,0.8125,0.8387096774193549,16.0
1,0.5555555555555556,0.5882352941176471,0.5714285714285715,17.0
2,0.6842105263157895,0.7647058823529411,0.7222222222222222,17.0
3,0.8,0.7058823529411765,0.7500000000000001,17.0
4,0.7142857142857143,0.8823529411764706,0.7894736842105262,17.0
5,0.9285714285714286,0.7647058823529411,0.8387096774193549,17.0
6,0.5625,0.5294117647058824,0.5454545454545455,17.0
accuracy,0.7203389830508474,0.7203389830508474,0.7203389830508474,0.7203389830508474
macro avg,0.7302556987707364,0.7211134453781513,0.7222854825935107,118.0
weighted avg,0.729099673619076,0.7203389830508474,0.7212988368746477,118.0
