,precision,recall,f1-score,support
0,0.6571428571428571,0.8846153846153846,0.7540983606557377,26.0
1,1.0,0.3333333333333333,0.5,9.0
2,0.8,0.5714285714285714,0.6666666666666666,14.0
3,0.6666666666666666,0.42857142857142855,0.5217391304347826,14.0
4,0.47058823529411764,0.5,0.48484848484848486,16.0
5,0.8461538461538461,0.9166666666666666,0.8799999999999999,12.0
8,0.45,0.5625,0.5,16.0
accuracy,0.6355140186915887,0.6355140186915887,0.6355140186915887,0.6355140186915887
macro avg,0.6986502293224983,0.5995879120879121,0.6153360918008103,107.0
weighted avg,0.6682458461457913,0.6355140186915887,0.626745927981731,107.0
