,precision,recall,f1-score,support
0,0.6944444444444444,0.6578947368421053,0.6756756756756757,38.0
1,0.39215686274509803,0.5263157894736842,0.449438202247191,38.0
2,0.5365853658536586,0.5789473684210527,0.5569620253164557,38.0
3,0.5294117647058824,0.46153846153846156,0.4931506849315069,39.0
4,0.375,0.15789473684210525,0.22222222222222218,19.0
5,0.5,0.3333333333333333,0.4,39.0
6,0.40425531914893614,0.5,0.44705882352941173,38.0
7,0.6,0.6923076923076923,0.6428571428571429,39.0
accuracy,0.5104166666666666,0.5104166666666666,0.5104166666666666,0.5104166666666666
macro avg,0.5039817196122525,0.4885290148448043,0.4859205970974508,288.0
weighted avg,0.512898800440384,0.5104166666666666,0.5035890525110814,288.0
