,precision,recall,f1-score,support
0,0.9170731707317074,0.94,0.9283950617283951,200.0
1,0.9032258064516129,0.84,0.8704663212435233,200.0
2,0.9230769230769231,0.9,0.9113924050632911,200.0
3,0.912621359223301,0.94,0.9261083743842364,200.0
4,0.9142857142857143,0.96,0.9365853658536586,200.0
5,0.91005291005291,0.86,0.884318766066838,200.0
6,0.861244019138756,0.9,0.880195599022005,200.0
accuracy,0.9057142857142857,0.9057142857142857,0.9057142857142857,0.9057142857142857
macro avg,0.905939986137275,0.9057142857142858,0.9053516990517068,1400.0
weighted avg,0.905939986137275,0.9057142857142857,0.9053516990517069,1400.0
