,precision,recall,f1-score,support
0,0.7777777777777778,0.875,0.823529411764706,16.0
1,0.7857142857142857,0.6470588235294118,0.7096774193548386,17.0
2,0.7142857142857143,0.5882352941176471,0.6451612903225806,17.0
3,0.7058823529411765,0.7058823529411765,0.7058823529411765,17.0
4,0.9444444444444444,1.0,0.9714285714285714,17.0
5,0.8888888888888888,0.9411764705882353,0.9142857142857143,17.0
6,0.5789473684210527,0.6470588235294118,0.6111111111111113,17.0
accuracy,0.7711864406779662,0.7711864406779662,0.7711864406779662,0.7711864406779662
macro avg,0.7708486903533345,0.7720588235294119,0.7687251244583856,118.0
weighted avg,0.7707899692734661,0.7711864406779662,0.7682606813456201,118.0
