,precision,recall,f1-score,support
0,0.8157894736842105,0.8157894736842105,0.8157894736842104,38.0
1,0.6764705882352942,0.6052631578947368,0.6388888888888888,38.0
2,0.6829268292682927,0.7368421052631579,0.7088607594936709,38.0
3,0.6944444444444444,0.6410256410256411,0.6666666666666666,39.0
4,0.6428571428571429,0.47368421052631576,0.5454545454545454,19.0
5,0.5945945945945946,0.5641025641025641,0.5789473684210528,39.0
6,0.6521739130434783,0.7894736842105263,0.7142857142857143,38.0
7,0.7857142857142857,0.8461538461538461,0.8148148148148148,39.0
accuracy,0.6979166666666666,0.6979166666666666,0.6979166666666666,0.6979166666666666
macro avg,0.6931214089802179,0.6840418353576248,0.6854635289636956,288.0
weighted avg,0.6964214442376869,0.6979166666666666,0.6947142544834362,288.0
