,precision,recall,f1-score,support
0,0.8125,0.8125,0.8125,16.0
1,0.6,0.5294117647058824,0.5625,17.0
2,0.6842105263157895,0.7647058823529411,0.7222222222222222,17.0
3,0.7333333333333333,0.6470588235294118,0.6875,17.0
4,0.7894736842105263,0.8823529411764706,0.8333333333333333,17.0
5,0.7894736842105263,0.8823529411764706,0.8333333333333333,17.0
6,0.6,0.5294117647058824,0.5625,17.0
accuracy,0.7203389830508474,0.7203389830508474,0.7203389830508474,0.7203389830508474
macro avg,0.7155701754385965,0.7211134453781511,0.7162698412698412,118.0
weighted avg,0.7147487362473981,0.7203389830508474,0.7154543314500942,118.0
