,precision,recall,f1-score,support
0,0.6764705882352942,0.8846153846153846,0.7666666666666666,26.0
1,0.6666666666666666,0.2222222222222222,0.3333333333333333,9.0
2,0.6666666666666666,0.5714285714285714,0.6153846153846153,14.0
3,0.6,0.42857142857142855,0.5,14.0
4,0.6363636363636364,0.875,0.7368421052631579,16.0
5,0.9090909090909091,0.8333333333333334,0.8695652173913043,12.0
8,0.6,0.5625,0.5806451612903225,16.0
accuracy,0.6728971962616822,0.6728971962616822,0.6728971962616822,0.6728971962616822
macro avg,0.6793226381461676,0.6253815628815629,0.6289195856184857,107.0
weighted avg,0.6730138104519632,0.6728971962616822,0.6547971665632643,107.0
