,precision,recall,f1-score,support
0,0.627906976744186,0.7105263157894737,0.6666666666666666,38.0
1,0.5405405405405406,0.5263157894736842,0.5333333333333333,38.0
2,0.5531914893617021,0.6842105263157895,0.611764705882353,38.0
3,0.5,0.5128205128205128,0.5063291139240506,39.0
4,0.46153846153846156,0.3157894736842105,0.37499999999999994,19.0
5,0.65625,0.5384615384615384,0.5915492957746479,39.0
6,0.6111111111111112,0.5789473684210527,0.5945945945945946,38.0
7,0.675,0.6923076923076923,0.6835443037974683,39.0
accuracy,0.5868055555555556,0.5868055555555556,0.5868055555555556,0.5868055555555556
macro avg,0.5781923224120002,0.5699224021592442,0.5703477517466393,288.0
weighted avg,0.5862239070972822,0.5868055555555556,0.5834796501544255,288.0
