,precision,recall,f1-score,support
0,0.6170212765957447,0.7631578947368421,0.6823529411764706,38.0
1,0.3902439024390244,0.42105263157894735,0.4050632911392405,38.0
2,0.6451612903225806,0.5263157894736842,0.5797101449275363,38.0
3,0.525,0.5384615384615384,0.5316455696202531,39.0
4,0.4444444444444444,0.21052631578947367,0.2857142857142857,19.0
5,0.6,0.3076923076923077,0.4067796610169492,39.0
6,0.49019607843137253,0.6578947368421053,0.5617977528089888,38.0
7,0.6326530612244898,0.7948717948717948,0.7045454545454547,39.0
accuracy,0.5486111111111112,0.5486111111111112,0.5486111111111112,0.5486111111111112
macro avg,0.5430900066822071,0.5274966261808367,0.5197011376186473,288.0
weighted avg,0.550043648083927,0.5486111111111112,0.5354289760162501,288.0
