,precision,recall,f1-score,support
0,0.6571428571428571,0.6052631578947368,0.6301369863013698,38.0
1,0.32653061224489793,0.42105263157894735,0.367816091954023,38.0
2,0.5,0.5,0.5,38.0
3,0.3333333333333333,0.3333333333333333,0.3333333333333333,39.0
4,0.21428571428571427,0.15789473684210525,0.18181818181818182,19.0
5,0.26666666666666666,0.20512820512820512,0.2318840579710145,39.0
6,0.6153846153846154,0.631578947368421,0.6233766233766234,38.0
7,0.5454545454545454,0.6153846153846154,0.5783132530120482,39.0
accuracy,0.4513888888888889,0.4513888888888889,0.4513888888888889,0.4513888888888889
macro avg,0.4323497930640788,0.4337044534412955,0.43083481597082424,288.0
weighted avg,0.44620959397745114,0.4513888888888889,0.446745726544797,288.0
