,precision,recall,f1-score,support
0,0.9230769230769231,0.75,0.8275862068965517,16.0
1,0.5882352941176471,0.5882352941176471,0.5882352941176471,17.0
2,0.7894736842105263,0.8823529411764706,0.8333333333333333,17.0
3,0.7647058823529411,0.7647058823529411,0.7647058823529412,17.0
4,0.7083333333333334,1.0,0.8292682926829268,17.0
5,1.0,0.8235294117647058,0.9032258064516129,17.0
6,0.7142857142857143,0.5882352941176471,0.6451612903225806,17.0
accuracy,0.7711864406779662,0.7711864406779662,0.7711864406779662,0.7711864406779662
macro avg,0.7840158330538695,0.7710084033613445,0.770216586593942,118.0
weighted avg,0.7828373492401146,0.7711864406779662,0.7697304033710385,118.0
