,precision,recall,f1-score,support
0,0.6585365853658537,0.7105263157894737,0.6835443037974684,38.0
1,0.5945945945945946,0.5789473684210527,0.5866666666666667,38.0
2,0.6666666666666666,0.7894736842105263,0.7228915662650601,38.0
3,0.575,0.5897435897435898,0.5822784810126582,39.0
4,0.45454545454545453,0.5263157894736842,0.4878048780487805,19.0
5,0.5454545454545454,0.46153846153846156,0.4999999999999999,39.0
6,0.7222222222222222,0.6842105263157895,0.7027027027027027,38.0
7,0.7941176470588235,0.6923076923076923,0.7397260273972601,39.0
accuracy,0.6354166666666666,0.6354166666666666,0.6354166666666666,0.6354166666666666
macro avg,0.6263922144885201,0.6291329284750338,0.6257018282363246,288.0
weighted avg,0.6378522283356244,0.6354166666666666,0.6346078736434922,288.0
