,precision,recall,f1-score,support
0,0.7333333333333333,0.8461538461538461,0.7857142857142856,26.0
1,0.7777777777777778,0.7777777777777778,0.7777777777777778,9.0
2,0.8,0.8571428571428571,0.8275862068965518,14.0
3,0.5555555555555556,0.35714285714285715,0.43478260869565216,14.0
4,0.7857142857142857,0.6875,0.7333333333333334,16.0
5,1.0,0.9166666666666666,0.9565217391304348,12.0
8,0.6842105263157895,0.8125,0.742857142857143,16.0
accuracy,0.7570093457943925,0.7570093457943925,0.7570093457943925,0.7570093457943925
macro avg,0.7623702112423916,0.7506977149834293,0.7512247277721683,107.0
weighted avg,0.7529274900647256,0.7570093457943925,0.7495237694904215,107.0
