,precision,recall,f1-score,support
0,0.6875,0.6875,0.6875,16.0
1,0.5294117647058824,0.5294117647058824,0.5294117647058824,17.0
2,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
3,0.6666666666666666,0.5882352941176471,0.625,17.0
4,0.7083333333333334,1.0,0.8292682926829268,17.0
5,0.9333333333333333,0.8235294117647058,0.8749999999999999,17.0
6,0.6428571428571429,0.5294117647058824,0.5806451612903226,17.0
accuracy,0.6864406779661016,0.6864406779661016,0.6864406779661016,0.6864406779661016
macro avg,0.6878801520608243,0.6864495798319327,0.6819834346012205,118.0
weighted avg,0.6878833736884585,0.6864406779661016,0.6819366840469936,118.0
