,precision,recall,f1-score,support
0,0.7441860465116279,0.8421052631578947,0.7901234567901234,38.0
1,0.7931034482758621,0.6052631578947368,0.6865671641791046,38.0
2,0.6904761904761905,0.7631578947368421,0.725,38.0
3,0.6944444444444444,0.6410256410256411,0.6666666666666666,39.0
4,0.47368421052631576,0.47368421052631576,0.47368421052631576,19.0
5,0.5454545454545454,0.46153846153846156,0.4999999999999999,39.0
6,0.6521739130434783,0.7894736842105263,0.7142857142857143,38.0
7,0.8,0.8205128205128205,0.810126582278481,39.0
accuracy,0.6875,0.6875,0.6875,0.6875
macro avg,0.674190349841558,0.6745951417004049,0.6708067243408007,288.0
weighted avg,0.687478351881016,0.6875,0.6836876300296825,288.0
