,precision,recall,f1-score,support
0,0.75,0.75,0.75,16.0
1,0.5625,0.5294117647058824,0.5454545454545455,17.0
2,0.7058823529411765,0.7058823529411765,0.7058823529411765,17.0
3,0.8,0.7058823529411765,0.7500000000000001,17.0
4,0.7894736842105263,0.8823529411764706,0.8333333333333333,17.0
5,0.7777777777777778,0.8235294117647058,0.7999999999999999,17.0
6,0.5882352941176471,0.5882352941176471,0.5882352941176471,17.0
accuracy,0.711864406779661,0.711864406779661,0.711864406779661,0.711864406779661
macro avg,0.7105527298638753,0.7121848739495799,0.7104150751209575,118.0
weighted avg,0.7102184309644167,0.711864406779661,0.7100796096558808,118.0
