,precision,recall,f1-score,support
0,0.6666666666666666,0.6842105263157895,0.6753246753246753,38.0
1,0.45652173913043476,0.5526315789473685,0.5,38.0
2,0.5365853658536586,0.5789473684210527,0.5569620253164557,38.0
3,0.5757575757575758,0.48717948717948717,0.5277777777777778,39.0
4,0.5555555555555556,0.2631578947368421,0.35714285714285715,19.0
5,0.4444444444444444,0.3076923076923077,0.3636363636363637,39.0
6,0.6190476190476191,0.6842105263157895,0.6500000000000001,38.0
7,0.49019607843137253,0.6410256410256411,0.5555555555555556,39.0
accuracy,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666
macro avg,0.543096880610916,0.5248819163292848,0.5232999068442107,288.0
weighted avg,0.5418621328083204,0.5416666666666666,0.5338348162913036,288.0
