,precision,recall,f1-score,support
0,0.6341463414634146,0.6842105263157895,0.6582278481012659,38.0
1,0.42857142857142855,0.5526315789473685,0.4827586206896552,38.0
2,0.5217391304347826,0.631578947368421,0.5714285714285715,38.0
3,0.5277777777777778,0.48717948717948717,0.5066666666666667,39.0
4,0.38095238095238093,0.42105263157894735,0.4,19.0
5,0.52,0.3333333333333333,0.40625000000000006,39.0
6,0.6111111111111112,0.5789473684210527,0.5945945945945946,38.0
7,0.7058823529411765,0.6153846153846154,0.6575342465753424,39.0
accuracy,0.5451388888888888,0.5451388888888888,0.5451388888888888,0.5451388888888888
macro avg,0.541272565406509,0.5380398110661269,0.5346825685070121,288.0
weighted avg,0.5523000860284808,0.5451388888888888,0.5434512213172696,288.0
