,precision,recall,f1-score,support
0,0.6842105263157895,0.8125,0.742857142857143,16.0
1,0.6,0.5294117647058824,0.5625,17.0
2,0.6842105263157895,0.7647058823529411,0.7222222222222222,17.0
3,0.7333333333333333,0.6470588235294118,0.6875,17.0
4,0.6190476190476191,0.7647058823529411,0.6842105263157895,17.0
5,1.0,0.8235294117647058,0.9032258064516129,17.0
6,0.6,0.5294117647058824,0.5625,17.0
accuracy,0.6949152542372882,0.6949152542372882,0.6949152542372882,0.6949152542372882
macro avg,0.7029717150017901,0.6959033613445378,0.6950022425495382,118.0
weighted avg,0.7031307081262479,0.6949152542372882,0.6945966925469315,118.0
