,precision,recall,f1-score,support
0,0.9043062200956937,0.945,0.9242053789731052,200.0
1,0.8697916666666666,0.835,0.8520408163265306,200.0
2,0.900497512437811,0.905,0.9027431421446384,200.0
3,0.9267015706806283,0.885,0.9053708439897699,200.0
4,0.9238095238095239,0.97,0.9463414634146342,200.0
5,0.9210526315789473,0.875,0.8974358974358975,200.0
6,0.8695652173913043,0.9,0.8845208845208845,200.0
accuracy,0.9021428571428571,0.9021428571428571,0.9021428571428571,0.9021428571428571
macro avg,0.9022463346657964,0.902142857142857,0.9018083466864943,1400.0
weighted avg,0.9022463346657966,0.9021428571428571,0.9018083466864941,1400.0
