,precision,recall,f1-score,support
0,0.7692307692307693,0.7692307692307693,0.7692307692307693,26.0
1,0.7777777777777778,0.7777777777777778,0.7777777777777778,9.0
2,0.8,0.8571428571428571,0.8275862068965518,14.0
3,0.5833333333333334,0.5,0.5384615384615384,14.0
4,0.8666666666666667,0.8125,0.8387096774193549,16.0
5,1.0,1.0,1.0,12.0
6,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,16.0
accuracy,0.6635514018691588,0.6635514018691588,0.6635514018691588,0.6635514018691588
macro avg,0.5996260683760684,0.5895814255189256,0.5939707462232491,107.0
weighted avg,0.6750778816199378,0.6635514018691588,0.6686357315301209,107.0
