,precision,recall,f1-score,support
0,0.7142857142857143,0.7894736842105263,0.7500000000000001,38.0
1,0.631578947368421,0.631578947368421,0.631578947368421,38.0
2,0.6666666666666666,0.8421052631578947,0.744186046511628,38.0
3,0.7741935483870968,0.6153846153846154,0.6857142857142857,39.0
4,0.5789473684210527,0.5789473684210527,0.5789473684210527,19.0
5,0.6451612903225806,0.5128205128205128,0.5714285714285714,39.0
6,0.7317073170731707,0.7894736842105263,0.7594936708860759,38.0
7,0.8157894736842105,0.7948717948717948,0.8051948051948051,39.0
accuracy,0.7013888888888888,0.7013888888888888,0.7013888888888888,0.7013888888888888
macro avg,0.6947912907761141,0.6943319838056681,0.690817961940605,288.0
weighted avg,0.7029572802372659,0.7013888888888888,0.6981631878204221,288.0
