,precision,recall,f1-score,support
0,0.8076923076923077,0.8076923076923077,0.8076923076923077,26.0
1,0.7777777777777778,0.7777777777777778,0.7777777777777778,9.0
2,0.8125,0.9285714285714286,0.8666666666666666,14.0
3,0.6,0.6428571428571429,0.6206896551724138,14.0
4,0.9285714285714286,0.8125,0.8666666666666666,16.0
5,1.0,0.9166666666666666,0.9565217391304348,12.0
6,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,16.0
accuracy,0.6915887850467289,0.6915887850467289,0.6915887850467289,0.6915887850467289
macro avg,0.6158176892551893,0.6107581654456655,0.6120018516382835,107.0
weighted avg,0.6974966622162884,0.6915887850467289,0.6931580938502712,107.0
