,precision,recall,f1-score,support
0,0.775,0.8157894736842105,0.7948717948717949,38.0
1,0.6666666666666666,0.5789473684210527,0.619718309859155,38.0
2,0.6904761904761905,0.7631578947368421,0.725,38.0
3,0.7058823529411765,0.6153846153846154,0.6575342465753424,39.0
4,0.5263157894736842,0.5263157894736842,0.5263157894736842,19.0
5,0.5806451612903226,0.46153846153846156,0.5142857142857143,39.0
6,0.6888888888888889,0.8157894736842105,0.746987951807229,38.0
7,0.75,0.8461538461538461,0.7951807228915662,39.0
accuracy,0.6875,0.6875,0.6875,0.6875
macro avg,0.6729843812171161,0.6778846153846154,0.6724868162205608,288.0
weighted avg,0.6827214562647043,0.6875,0.6819548361625107,288.0
