,precision,recall,f1-score,support
0,0.9230769230769231,0.75,0.8275862068965517,16.0
1,0.7222222222222222,0.7647058823529411,0.7428571428571428,17.0
2,0.7368421052631579,0.8235294117647058,0.7777777777777778,17.0
3,0.7777777777777778,0.8235294117647058,0.7999999999999999,17.0
4,0.9444444444444444,1.0,0.9714285714285714,17.0
5,0.9333333333333333,0.8235294117647058,0.8749999999999999,17.0
6,0.7647058823529411,0.7647058823529411,0.7647058823529412,17.0
accuracy,0.8220338983050848,0.8220338983050848,0.8220338983050848,0.8220338983050848
macro avg,0.8289146697815429,0.8214285714285713,0.8227650830447121,118.0
weighted avg,0.8281166845841242,0.8220338983050848,0.8227242260629168,118.0
