,precision,recall,f1-score,support
0,0.7692307692307693,0.7692307692307693,0.7692307692307693,26.0
1,0.7,0.7777777777777778,0.7368421052631577,9.0
2,0.8125,0.9285714285714286,0.8666666666666666,14.0
3,0.5714285714285714,0.5714285714285714,0.5714285714285714,14.0
4,0.9285714285714286,0.8125,0.8666666666666666,16.0
5,1.0,1.0,1.0,12.0
6,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,16.0
accuracy,0.6822429906542056,0.6822429906542056,0.6822429906542056,0.6822429906542056
macro avg,0.5977163461538462,0.6074385683760684,0.6013543474069789,107.0
weighted avg,0.6778704939919893,0.6822429906542056,0.6787998032464337,107.0
