,precision,recall,f1-score,support
0,0.6226415094339622,0.868421052631579,0.7252747252747254,38.0
1,0.84,0.5526315789473685,0.6666666666666667,38.0
2,0.7142857142857143,0.7894736842105263,0.7500000000000001,38.0
3,0.71875,0.5897435897435898,0.6478873239436619,39.0
4,0.375,0.47368421052631576,0.4186046511627907,19.0
5,0.6451612903225806,0.5128205128205128,0.5714285714285714,39.0
6,0.6976744186046512,0.7894736842105263,0.7407407407407408,38.0
7,0.8157894736842105,0.7948717948717948,0.8051948051948051,39.0
accuracy,0.6840277777777778,0.6840277777777778,0.6840277777777778,0.6840277777777778
macro avg,0.6786628007913899,0.6713900134952766,0.6657246855514953,288.0
weighted avg,0.6991951118214907,0.6840277777777778,0.6821226622782243,288.0
