,precision,recall,f1-score,support
0,0.8214285714285714,0.8846153846153846,0.8518518518518519,26.0
1,0.7777777777777778,0.7777777777777778,0.7777777777777778,9.0
2,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
3,0.8461538461538461,0.7857142857142857,0.8148148148148148,14.0
4,0.9285714285714286,0.8125,0.8666666666666666,16.0
5,1.0,1.0,1.0,12.0
8,0.8235294117647058,0.875,0.8484848484848485,16.0
accuracy,0.8598130841121495,0.8598130841121495,0.8598130841121495,0.8598130841121495
macro avg,0.8649434132627409,0.8561071864643293,0.8595341166769739,107.0
weighted avg,0.8620271976511669,0.8598130841121495,0.8597942037194374,107.0
